order_id,customer_id,order_date,order_status
638,167,2024-04-27,Delivered
639,35,2024-01-08,Delivered
640,39,2023-01-25,Delivered
641,182,2023-11-02,Delivered
642,102,2024-01-13,Cancelled
643,21,2024-02-02,Delivered
644,232,2024-10-01,Returned
645,87,2024-07-08,Delivered
646,231,2024-09-18,Cancelled
647,46,2024-04-28,Delivered
648,13,2024-01-05,Delivered
649,216,2024-02-12,Delivered
650,149,2023-11-09,Delivered
651,83,2023-12-21,Delivered
652,210,2024-10-07,Delivered
653,14,2023-01-19,Returned
654,161,2023-02-07,Delivered
655,80,2024-01-30,Delivered
656,94,2023-12-03,Delivered
657,46,2023-06-23,Delivered
658,69,2024-06-18,Delivered
659,240,2023-08-25,Delivered
660,194,2023-06-24,Delivered
661,184,2023-12-18,Delivered
662,206,2023-02-04,Delivered
663,134,2023-06-25,Delivered
664,129,2023-10-01,Delivered
665,203,2023-12-15,Delivered
666,152,2023-01-04,Delivered
667,30,2024-09-23,Delivered
668,208,2024-03-27,Delivered
669,60,2023-12-04,Delivered
670,214,2023-09-02,Delivered
671,73,2024-05-25,Delivered
672,170,2023-12-25,Delivered
673,246,2024-08-01,Delivered
674,240,2024-01-05,Delivered
675,49,2024-09-15,Delivered
676,153,2024-07-07,Delivered
677,12,2023-07-18,Delivered
678,24,2024-10-09,Delivered
679,143,2024-03-29,Delivered
680,168,2023-09-10,Delivered
681,37,2024-02-28,Delivered
682,81,2024-05-20,Delivered
683,105,2023-02-23,Delivered
684,194,2023-04-27,Returned
685,206,2024-10-23,Delivered
686,199,2024-11-08,Delivered
687,30,2023-05-29,Delivered
688,149,2024-07-24,Delivered
689,182,2023-07-09,Delivered
690,122,2023-11-30,Delivered
691,117,2023-02-06,Delivered
692,121,2023-07-16,Delivered
693,3,2024-08-05,Delivered
694,99,2023-06-10,Delivered
695,58,2023-05-15,Delivered
696,210,2023-10-12,Delivered
697,127,2023-10-29,Returned
698,108,2024-10-12,Delivered
699,3,2023-10-01,Delivered
700,12,2023-10-24,Delivered
701,27,2024-05-16,Delivered
702,23,2023-10-10,Delivered
703,35,2023-06-22,Delivered
704,27,2023-11-25,Delivered
705,20,2024-02-10,Returned
706,87,2024-05-10,Delivered
707,190,2024-01-03,Delivered
708,207,2023-06-07,Returned
709,6,2024-01-08,Delivered
710,235,2023-03-31,Delivered
711,131,2023-12-22,Delivered
712,148,2023-07-19,Delivered
713,210,2023-06-11,Delivered
714,189,2023-01-30,Returned
715,115,2024-05-02,Delivered
716,25,2023-08-18,Returned
717,115,2023-12-17,Delivered
718,241,2024-02-03,Delivered
719,102,2024-09-01,Delivered
720,124,2024-01-30,Delivered
721,69,2024-04-04,Delivered
722,241,2024-06-07,Delivered
723,111,2024-05-31,Delivered
724,198,2023-05-02,Delivered
725,117,2024-03-18,Delivered
726,49,2023-10-24,Cancelled
727,49,2024-02-03,Delivered
728,181,2024-08-13,Delivered
729,180,2024-01-23,Delivered
730,112,2024-11-19,Delivered
731,240,2024-03-25,Delivered
732,191,2024-04-15,Delivered
733,85,2023-10-16,Delivered
734,171,2023-07-12,Delivered
735,49,2024-04-14,Delivered
736,171,2023-08-27,Delivered
737,172,2024-02-03,Delivered
738,49,2023-01-15,Returned
739,201,2023-11-09,Delivered
740,25,2024-07-26,Cancelled
741,31,2024-06-02,Delivered
742,61,2023-08-05,Delivered
743,138,2023-07-08,Cancelled
744,82,2023-11-15,Delivered
745,191,2024-10-17,Delivered
746,29,2024-01-17,Delivered
747,27,2024-03-01,Delivered
748,124,2023-01-22,Delivered
749,182,2023-10-22,Delivered
750,244,2024-11-09,Delivered
751,209,2024-10-23,Delivered
752,117,2023-08-25,Delivered
753,123,2023-12-26,Delivered
754,48,2024-05-23,Delivered
755,96,2023-12-25,Delivered
756,186,2024-03-15,Delivered
757,113,2023-11-14,Delivered
758,33,2024-03-01,Delivered
759,14,2023-03-29,Delivered
760,169,2023-06-29,Delivered
761,243,2023-07-10,Delivered
762,119,2023-08-02,Delivered
763,169,2024-03-13,Delivered
764,110,2024-09-17,Delivered
765,243,2024-01-22,Delivered
766,124,2023-07-21,Delivered
767,70,2024-07-13,Delivered
768,26,2024-08-03,Delivered
769,72,2023-02-01,Delivered
770,153,2023-08-04,Delivered
771,240,2024-04-27,Delivered
772,242,2024-04-24,Delivered
773,97,2023-06-14,Delivered
774,92,2024-10-19,Delivered
775,12,2023-09-17,Delivered
776,247,2024-07-18,Delivered
777,218,2024-07-15,Delivered
778,208,2024-07-17,Delivered
779,203,2024-09-11,Delivered
780,92,2023-02-06,Delivered
781,153,2024-05-22,Returned
782,222,2023-09-16,Delivered
783,245,2023-06-02,Delivered
784,26,2024-08-05,Delivered
785,123,2024-03-22,Cancelled
786,137,2024-03-09,Delivered
787,90,2023-04-24,Delivered
788,225,2023-02-17,Delivered
789,13,2024-06-24,Delivered
790,116,2024-02-23,Delivered
791,186,2023-08-29,Delivered
792,12,2023-09-16,Returned
793,154,2024-11-15,Delivered
794,178,2024-08-28,Delivered
795,44,2024-11-07,Delivered
796,100,2023-07-04,Delivered
797,47,2023-04-28,Delivered
798,201,2024-10-22,Delivered
799,142,2024-06-01,Delivered
800,77,2023-12-13,Delivered
801,147,2024-11-20,Delivered
802,141,2024-11-07,Delivered
803,207,2023-09-26,Delivered
804,33,2023-05-17,Delivered
805,166,2023-12-17,Cancelled
806,161,2023-09-21,Returned
807,193,2023-12-02,Delivered
808,227,2024-08-13,Delivered
809,209,2023-02-14,Delivered
810,74,2023-08-01,Delivered
811,208,2024-03-29,Delivered
812,22,2024-02-20,Cancelled
813,50,2024-09-05,Delivered
814,87,2024-01-30,Delivered
815,228,2023-04-13,Delivered
816,112,2023-07-01,Delivered
817,5,2023-09-25,Delivered
818,15,2023-08-30,Cancelled
819,209,2023-07-10,Delivered
820,132,2024-04-06,Delivered
821,10,2023-02-03,Delivered
822,47,2024-09-17,Delivered
823,161,2024-04-09,Cancelled
824,96,2024-04-07,Delivered
825,137,2024-05-10,Delivered
826,10,2023-03-17,Delivered
827,26,2023-02-15,Delivered
828,52,2023-05-17,Delivered
829,242,2023-07-30,Delivered
830,96,2023-10-02,Returned
831,128,2024-05-26,Delivered
832,229,2023-08-30,Delivered
833,110,2023-06-13,Cancelled
834,243,2024-06-30,Delivered
835,214,2024-10-24,Cancelled
836,45,2023-02-07,Delivered
837,90,2023-09-12,Delivered
838,238,2023-03-11,Delivered
839,136,2024-07-20,Delivered
840,200,2023-11-16,Cancelled
841,49,2024-03-30,Delivered
842,219,2023-01-17,Delivered
843,24,2023-06-15,Delivered
844,244,2024-10-03,Delivered
845,98,2024-01-28,Cancelled
846,30,2023-05-31,Delivered
847,166,2023-11-30,Returned
848,235,2024-08-01,Delivered
849,213,2023-08-28,Delivered
850,141,2023-05-15,Delivered
851,212,2023-01-22,Delivered
852,192,2023-02-18,Delivered
853,105,2024-01-08,Delivered
854,17,2023-05-12,Returned
855,109,2023-12-30,Delivered
856,65,2024-08-10,Delivered
857,171,2024-10-29,Delivered
858,32,2023-10-05,Delivered
859,181,2024-01-28,Delivered
860,218,2023-06-27,Delivered
861,44,2023-12-12,Delivered
862,249,2024-06-02,Delivered
863,63,2024-10-22,Delivered
864,26,2024-01-20,Returned
865,191,2023-07-12,Delivered
866,149,2023-05-23,Delivered
867,28,2023-02-08,Returned
868,44,2024-08-05,Delivered
869,157,2023-07-09,Returned
870,78,2023-06-13,Returned
871,225,2023-10-12,Delivered
872,203,2023-08-23,Delivered
