order_item_id,order_id,product_id,quantity
646,99,7,2
647,528,17,4
648,99,37,3
649,77,46,3
650,84,29,4
651,348,17,2
652,4,7,4
653,761,36,3
654,620,45,2
655,476,17,3
656,485,2,1
657,993,4,5
658,115,49,3
659,83,39,4
660,993,44,4
661,641,20,1
662,219,2,2
663,858,28,1
664,493,14,4
665,828,16,3
666,740,18,4
667,21,7,3
668,72,6,4
669,450,11,2
670,857,9,5
671,284,13,5
672,522,6,3
673,940,7,2
674,190,10,2
675,373,28,5
676,665,34,5
677,671,33,4
678,622,23,5
679,56,40,5
680,193,15,1
681,597,34,4
682,921,2,4
683,557,50,1
684,401,24,2
685,263,44,4
686,355,19,5
687,190,49,2
688,332,29,2
689,910,46,2
690,821,45,2
691,169,2,5
692,249,14,2
693,24,50,5
694,787,6,4
695,980,38,4
696,808,2,1
697,933,49,2
698,742,17,2
699,45,35,2
700,44,9,2
701,146,27,4
702,793,14,4
703,467,8,1
704,57,44,2
705,585,49,2
706,396,9,5
707,23,34,5
708,939,32,2
709,736,46,3
710,911,37,5
711,211,22,3
712,869,24,3
713,187,7,4
714,418,4,5
715,793,11,4
716,9,2,1
717,816,6,4
718,677,8,1
719,834,22,4
720,402,40,3
721,252,10,3
722,967,9,2
723,902,19,4
724,810,48,1
725,148,45,3
726,752,46,1
727,518,18,3
728,81,22,1
729,593,40,3
730,416,48,2
731,373,4,4
732,103,11,1
733,868,45,5
734,347,32,1
735,68,41,4
736,351,35,1
737,248,39,5
738,977,14,1
739,275,14,3
740,702,41,3
741,404,28,5
742,641,31,5
743,369,45,4
744,172,32,5
745,690,8,5
746,368,23,2
747,685,35,1
748,705,24,3
749,975,22,4
750,607,48,4
751,516,21,1
752,337,30,5
753,840,31,1
754,159,46,1
755,707,16,4
756,241,40,5
757,700,41,2
758,903,5,4
759,720,34,3
760,122,1,2
761,210,4,3
762,325,41,4
763,426,20,5
764,11,31,3
765,393,27,4
766,212,4,1
767,947,7,3
768,716,3,4
769,716,16,3
770,279,35,2
771,453,1,3
772,983,26,1
773,650,24,4
774,969,14,5
775,515,24,3
776,474,13,5
777,294,22,5
778,580,37,5
779,310,16,4
780,205,16,5
781,491,47,2
782,169,6,3
783,438,16,1
784,7,5,3
785,870,32,5
786,984,10,2
787,534,48,5
788,773,22,3
789,716,6,1
790,509,25,4
791,666,26,1
792,489,37,1
793,910,49,4
794,351,48,2
795,713,5,2
796,450,3,5
797,913,3,4
798,937,33,4
799,60,30,3
800,593,22,1
801,479,16,5
802,158,27,1
803,861,8,5
804,753,44,2
805,693,42,2
806,979,18,3
807,769,3,2
808,157,5,3
809,859,3,5
810,205,29,5
811,810,34,1
812,136,32,3
813,850,32,3
814,483,19,4
815,481,18,5
816,990,38,1
817,237,19,2
818,632,8,5
819,576,15,2
820,214,27,1
821,116,15,4
822,411,28,5
823,437,17,1
824,210,40,1
825,570,2,5
826,828,26,4
827,70,17,2
828,528,44,5
829,763,23,2
830,849,10,3
831,998,35,5
832,604,11,5
833,936,20,3
834,451,41,2
835,662,26,3
836,869,33,2
837,917,20,2
838,949,46,4
839,384,47,5
840,605,6,4
841,164,3,4
842,123,3,3
843,50,10,2
844,322,3,2
845,553,42,1
846,948,27,2
847,789,5,1
848,808,7,4
849,716,15,4
850,658,8,2
851,336,25,3
852,787,43,2
853,543,40,3
854,264,24,2
855,474,31,4
856,875,5,1
857,718,15,3
858,780,41,2
859,127,43,1
860,628,15,2
861,636,21,2
862,673,8,5
863,581,9,3
864,7,14,5
865,141,12,5
866,177,21,1
867,732,26,1
868,959,49,4
869,402,42,3
870,952,46,2
871,237,7,1
872,667,32,3
873,139,23,2
874,835,33,1
875,446,31,1
876,758,24,2
877,68,2,1
878,825,35,2
879,846,17,5
880,212,33,3
881,134,1,5
882,804,10,2
883,465,29,1
884,845,5,3
885,660,1,1
886,816,20,1
887,631,35,5
888,264,16,5
889,2,24,3
890,301,15,5
891,816,28,5
892,534,14,3
893,171,10,1
894,284,30,2
895,463,30,2
896,824,15,4
897,771,37,5
898,913,43,5
899,608,18,5
900,63,50,2
901,254,11,1
902,751,43,5
903,702,49,2
904,878,15,5
905,674,20,2
906,781,30,3
907,379,35,4
908,773,50,1
909,670,43,1
910,301,25,4
911,212,37,3
912,984,24,5
913,282,37,2
914,997,18,1
915,757,29,2
916,128,7,5
917,102,34,5
918,921,10,2
919,179,2,2
920,77,24,2
921,240,18,4
922,218,31,1
923,949,44,5
924,805,12,1
925,892,32,3
926,545,50,1
927,303,35,2
928,169,24,5
929,606,33,4
930,341,11,2
931,308,14,3
932,834,18,4
933,478,5,5
934,814,45,4
935,739,39,4
936,110,38,5
937,69,13,5
938,538,35,5
939,789,36,3
940,720,33,5
941,139,7,4
942,718,34,3
943,590,38,4
944,88,16,5
945,674,1,3
946,250,33,2
947,66,2,4
948,309,23,1
949,89,44,1
950,537,37,3
951,446,45,3
952,487,47,3
953,785,36,1
954,329,17,2
955,297,27,1
956,795,29,1
957,758,37,2
958,219,26,5
959,40,31,3
960,591,45,1
961,982,26,4
962,408,37,3
963,321,10,1
964,947,1,5
965,285,43,1
966,895,44,4
967,471,48,3
968,336,23,4
969,540,43,1
970,899,32,4
971,288,33,5
972,332,16,3
973,223,20,1
974,663,28,5
975,588,12,3
976,552,48,5
977,598,6,5
978,48,31,3
979,788,2,3
980,738,21,3
981,935,17,5
982,776,8,4
983,721,34,2
984,615,35,3
985,631,11,5
986,204,38,2
987,240,47,3
988,744,14,4
989,526,37,2
990,626,6,2
991,343,21,2
992,828,33,3
993,414,37,1
994,434,15,3
995,902,49,4
996,229,17,1
997,212,33,2
998,931,22,1
999,720,32,2
1000,593,25,5
1001,863,43,2
1002,609,42,2
1003,207,18,2
1004,464,46,3
1005,174,38,5
1006,367,30,4
1007,477,3,5
1008,275,15,4
1009,973,8,5
1010,270,36,2
1011,502,19,4
1012,835,27,1
1013,562,19,1
1014,90,17,3
1015,146,1,5
1016,363,36,4
1017,819,5,2
1018,917,21,1
1019,653,1,5
1020,657,41,5
1021,140,47,1
1022,648,15,5
1023,786,24,5
1024,744,37,5
1025,483,7,5
1026,806,22,1
1027,261,45,2
1028,992,8,3
1029,732,13,4
1030,212,45,4
1031,689,42,5
1032,808,45,3
1033,166,45,2
1034,921,10,2
1035,765,3,4
1036,738,21,4
1037,812,24,4
1038,409,2,2
1039,497,48,1
1040,262,19,5
1041,171,18,3
1042,640,21,4
1043,841,25,4
1044,273,40,1
1045,491,12,1
1046,623,29,3
1047,705,29,4
1048,661,9,1
1049,838,24,4
1050,119,46,4
1051,326,42,3
1052,187,9,5
1053,360,45,3
1054,553,8,1
1055,791,3,2
1056,236,22,3
1057,564,32,1
1058,815,14,3
1059,608,41,2
1060,89,33,1
1061,591,9,1
1062,20,41,1
1063,192,1,3
1064,435,47,5
1065,193,26,3
1066,590,38,1
1067,847,4,5
1068,414,31,3
1069,86,6,4
1070,695,21,2
1071,345,48,2
1072,226,50,4
1073,52,41,2
1074,382,21,2
1075,927,41,3
1076,675,21,1
1077,33,6,4
1078,878,5,5
1079,259,7,4
1080,60,25,2
1081,797,6,5
1082,109,16,5
1083,421,43,5
1084,494,50,4
1085,573,8,1
1086,736,35,2
1087,543,8,4
1088,289,2,4
1089,448,37,3
1090,569,15,2
1091,824,42,5
1092,544,25,1
1093,450,46,5
1094,487,4,2
1095,251,19,1
1096,66,44,3
1097,475,21,1
1098,516,3,4
1099,347,4,5
1100,860,44,5
1101,615,26,5
1102,188,40,5
1103,401,42,3
1104,973,12,5
1105,590,5,2
1106,888,16,4
1107,788,28,1
1108,730,41,2
1109,364,35,3
1110,418,35,5
1111,836,35,4
1112,80,48,2
1113,309,43,1
1114,580,44,2
1115,766,25,1
1116,798,41,5
1117,900,45,1
1118,345,26,5
1119,612,22,4
1120,867,17,4
1121,13,17,1
1122,285,24,4
1123,852,40,1
1124,105,15,1
1125,157,35,3
1126,315,9,4
1127,835,4,4
1128,386,28,4
1129,758,30,2
1130,404,3,5
1131,985,9,1
1132,757,10,1
1133,140,42,2
1134,604,25,2
1135,320,48,1
1136,628,38,5
1137,763,6,3
1138,268,40,2
1139,41,21,3
1140,897,47,2
1141,900,17,3
1142,936,7,2
1143,98,6,5
1144,851,46,4
1145,636,12,3
1146,581,17,4
1147,500,30,4
1148,54,31,3
1149,415,41,1
1150,37,45,2
1151,762,14,2
1152,441,38,1
1153,191,43,3
1154,679,20,4
1155,646,40,1
1156,480,40,3
1157,603,26,4
1158,261,43,1
1159,6,1,2
1160,916,3,5
1161,998,10,1
1162,711,44,2
1163,594,44,3
1164,485,43,3
1165,385,41,2
1166,795,46,2
1167,231,28,1
1168,475,46,5
1169,602,29,3
1170,363,26,2
1171,475,34,4
1172,713,26,3
1173,152,38,4
1174,907,9,3
1175,800,29,3
1176,835,25,5
1177,800,1,3
1178,45,12,2
1179,619,26,4
1180,754,39,5
1181,871,43,2
1182,831,37,1
1183,590,2,1
1184,439,2,4
1185,94,10,5
1186,595,26,4
1187,969,50,1
1188,725,14,1
1189,538,34,1
1190,742,6,1
1191,872,10,5
1192,816,34,1
1193,680,46,3
1194,854,30,3
1195,525,47,1
1196,163,39,5
1197,73,25,2
1198,344,42,3
1199,388,8,3
1200,103,17,1
1201,674,19,5
1202,471,13,1
1203,939,30,3
1204,701,33,4
1205,792,34,3
1206,697,48,4
1207,324,22,1
1208,716,24,3
1209,846,16,1
1210,285,6,3
1211,361,30,1
1212,558,34,2
1213,835,6,2
1214,701,30,1
1215,760,38,3
1216,775,34,5
1217,160,16,2
1218,970,22,3
1219,344,4,5
1220,632,21,4
1221,68,3,3
1222,982,43,2
1223,522,44,2
1224,61,17,5
1225,930,30,1
1226,126,7,3
1227,475,47,4
1228,97,43,1
1229,563,45,4
1230,817,48,1
1231,651,22,1
1232,621,17,4
1233,918,13,1
1234,788,37,1
1235,266,9,3
1236,944,20,4
1237,652,42,5
1238,104,1,4
1239,102,18,3
1240,129,39,2
1241,585,28,3
1242,196,24,1
1243,995,8,4
1244,544,19,1
1245,566,9,1
1246,161,23,3
1247,676,17,4
1248,942,13,4
1249,327,8,5
1250,694,40,3
1251,884,47,2
1252,591,6,1
1253,103,24,5
1254,496,34,4
1255,979,49,5
1256,257,17,3
1257,414,29,2
1258,261,1,1
1259,241,36,5
1260,496,42,4
1261,331,45,5
1262,133,41,1
1263,123,43,3
1264,800,9,5
1265,916,36,3
1266,630,37,4
1267,107,25,4
1268,879,26,5
1269,495,18,3
1270,443,9,4
1271,932,30,3
1272,705,40,3
1273,754,37,2
1274,729,14,4
1275,515,33,1
1276,6,31,3
1277,708,38,5
1278,95,24,5
1279,119,33,3
1280,890,43,4
1281,663,41,5
1282,21,13,1
1283,5,23,3
1284,259,30,2
1285,203,30,2
1286,650,9,1
1287,920,1,2
1288,948,5,2
1289,188,46,5
1290,200,37,3
1291,212,1,1
1292,375,7,4
1293,637,23,1
1294,990,16,5
1295,646,36,5
1296,611,19,3
1297,702,29,5
1298,763,31,5
1299,777,5,3
1300,428,49,5
1301,283,34,5
1302,62,27,3
1303,769,4,3
1304,86,9,1
1305,243,1,3
1306,490,46,4
1307,53,29,1
1308,911,29,3
1309,661,33,2
1310,67,21,4
1311,605,21,2
1312,456,4,2
1313,820,30,2
1314,891,29,3
1315,330,23,5
1316,569,45,4
1317,992,31,4
1318,294,9,4
1319,900,27,4
1320,584,23,1
1321,942,18,2
1322,160,4,5
1323,541,37,5
1324,577,38,1
1325,259,50,1
1326,333,34,3
1327,500,32,5
1328,44,14,1
1329,334,37,5
1330,715,38,2
1331,571,43,3
1332,866,39,2
1333,164,15,4
1334,997,30,1
1335,339,2,5
1336,692,23,4
1337,243,30,3
1338,809,42,1
1339,465,28,3
1340,946,1,3
1341,500,19,5
1342,956,47,3
1343,512,1,1
1344,793,44,5
1345,65,18,1
1346,260,27,2
1347,891,16,1
1348,887,23,5
1349,579,1,5
1350,737,14,1
1351,105,1,5
1352,649,34,4
1353,15,9,4
1354,593,16,4
1355,753,41,1
1356,104,27,5
1357,509,32,4
1358,567,12,5
1359,62,4,3
1360,320,42,5
1361,659,27,4
1362,270,10,4
1363,877,23,1
1364,353,17,1
1365,282,16,5
1366,922,15,5
1367,596,11,3
1368,267,38,4
1369,41,14,5
1370,208,19,3
1371,884,13,5
1372,610,48,1
1373,429,6,2
1374,857,33,2
1375,542,44,4
1376,631,14,5
1377,671,28,1
1378,162,5,3
1379,543,48,4
1380,351,44,5
1381,506,23,4
1382,864,44,4
1383,771,49,1
1384,879,38,2
1385,412,34,1
1386,173,9,3
1387,333,40,1
1388,528,9,3
1389,680,4,2
1390,333,49,1
1391,98,50,5
1392,166,34,5
1393,835,33,5
1394,716,19,1
1395,223,26,4
1396,315,23,1
1397,845,15,1
1398,196,20,3
1399,3,8,2
1400,36,16,3
1401,229,2,5
1402,726,28,4
1403,236,16,3
1404,565,48,3
1405,599,5,5
1406,389,22,1
1407,532,23,3
1408,23,5,3
1409,447,39,5
1410,579,39,3
1411,448,43,3
1412,633,24,2
1413,169,3,3
1414,641,4,5
1415,656,1,2
1416,15,10,4
1417,170,17,2
1418,78,15,3
1419,981,15,2
1420,500,6,1
1421,998,49,3
1422,230,27,1
1423,995,35,5
1424,244,28,4
1425,253,23,2
1426,182,28,4
1427,677,21,5
1428,724,39,4
1429,380,13,3
1430,41,37,5
1431,547,33,4
1432,99,8,5
1433,329,42,5
1434,18,11,2
1435,969,10,3
1436,267,5,4
1437,191,20,3
1438,26,9,2
1439,536,30,5
1440,933,3,4
1441,408,49,1
1442,819,46,3
1443,880,35,5
1444,926,45,3
1445,360,37,1
1446,615,38,1
1447,269,38,3
1448,703,11,5
1449,121,15,1
1450,168,21,4
1451,120,20,3
1452,710,30,1
1453,742,28,3
1454,701,38,4
1455,983,45,2
1456,236,35,5
1457,664,17,4
1458,814,25,5
1459,723,42,4
1460,767,50,4
1461,315,16,2
1462,768,27,5
1463,567,16,3
1464,844,9,3
1465,73,37,4
1466,503,19,1
1467,683,20,4
1468,302,26,5
1469,804,43,1
1470,497,49,1
1471,44,48,5
1472,386,47,3
1473,128,23,2
1474,287,7,4
1475,171,24,4
1476,429,41,4
1477,820,40,5
1478,828,7,5
1479,677,32,4
1480,948,41,5
1481,100,38,2
1482,489,49,4
1483,877,28,4
1484,815,4,4
1485,351,22,2
1486,555,23,2
1487,565,29,3
1488,302,47,2
1489,567,31,5
1490,249,16,3
1491,654,43,2
1492,618,22,2
1493,234,49,2
1494,383,1,4
1495,541,6,2
1496,920,27,4
1497,172,30,2
1498,272,17,4
1499,174,4,4
1500,422,29,5
1501,998,22,1
1502,634,14,2
1503,120,8,1
1504,453,18,1
1505,798,10,3
1506,507,22,3
1507,529,20,4
1508,473,42,5
1509,298,27,1
1510,562,45,4
1511,793,46,2
1512,597,42,2
1513,22,36,2
1514,7,41,4
1515,17,35,2
1516,404,5,2
1517,94,21,2
1518,211,41,5
1519,403,2,5
1520,951,24,4
1521,458,13,4
1522,58,34,3
1523,701,50,3
1524,12,22,5
1525,41,33,4
1526,102,34,5
1527,862,8,5
1528,590,13,2
1529,267,10,5
1530,775,8,4
1531,289,29,3
1532,65,43,4
1533,301,13,4
1534,936,45,5
1535,324,39,5
1536,689,42,5
1537,779,25,1
1538,632,15,5
1539,329,20,5
1540,837,36,1
1541,661,29,1
1542,12,13,5
1543,772,22,5
1544,127,43,1
1545,174,4,2
1546,612,34,1
1547,623,35,3
1548,582,7,3
1549,255,18,4
1550,262,8,5
1551,210,5,5
1552,503,1,3
1553,667,42,5
1554,886,32,5
1555,105,21,3
1556,555,3,5
1557,767,3,1
1558,366,13,3
1559,772,44,1
1560,518,19,4
1561,995,7,2
1562,980,2,5
1563,674,3,1
1564,728,22,2
1565,174,46,4
1566,995,5,1
1567,636,7,2
1568,46,3,4
1569,670,35,2
1570,830,27,3
1571,709,50,3
1572,439,5,3
1573,824,26,3
1574,777,26,1
1575,112,24,2
1576,695,37,3
1577,406,47,4
1578,798,43,2
1579,490,25,5
1580,389,21,1
1581,859,5,2
1582,555,38,2
1583,928,48,4
1584,577,40,5
1585,351,23,2
1586,789,15,3
1587,653,2,1
1588,911,4,4
1589,774,34,1
1590,7,5,5
1591,259,43,5
1592,236,7,1
1593,797,27,1
1594,439,11,2
1595,396,12,5
1596,135,25,4
1597,304,48,4
1598,766,12,3
1599,399,24,5
1600,278,12,5
1601,854,21,5
1602,199,33,5
1603,683,31,3
1604,550,49,5
1605,225,10,5
1606,23,28,5
1607,960,36,2
1608,697,3,1
1609,201,23,4
1610,480,31,3
1611,138,39,5
1612,199,46,2
1613,68,14,5
1614,159,31,1
1615,672,19,5
1616,678,46,3
1617,469,32,3
1618,227,22,1
1619,83,32,5
1620,217,6,4
1621,975,15,5
1622,128,24,4
1623,61,40,2
1624,928,1,4
1625,236,40,5
1626,859,48,1
1627,16,44,3
1628,612,21,3
1629,437,3,2
1630,689,28,5
1631,816,26,2
1632,37,21,1
1633,249,1,4
1634,495,13,2
1635,332,32,2
1636,684,50,1
1637,908,5,2
1638,156,21,1
1639,195,49,3
1640,303,32,3
1641,479,43,1
1642,453,1,3
1643,590,45,1
1644,1000,20,1
1645,961,32,2
1646,270,18,4
1647,538,49,2
1648,765,34,4
1649,450,5,5
1650,101,3,3
1651,499,40,4
1652,704,49,1
1653,166,44,3
1654,807,20,3
1655,422,13,3
1656,918,34,3
1657,65,14,1
1658,872,31,1
1659,591,19,4
1660,430,15,5
1661,314,31,4
1662,329,32,3
