payment_id,order_id,payment_method,payment_date
844,844,Cash,2024-05-28
845,845,UPI,2024-06-16
846,846,Card,2023-08-21
847,847,UPI,2023-06-29
848,848,Cash,2023-06-05
849,849,NetBanking,2023-02-25
850,850,NetBanking,2023-01-09
851,851,Cash,2024-07-19
852,852,Cash,2023-12-19
853,853,Cash,2023-02-11
854,854,Cash,2024-04-27
855,855,Card,2023-05-26
856,856,UPI,2024-01-15
857,857,NetBanking,2024-01-01
858,858,UPI,2023-08-13
859,859,NetBanking,2024-05-13
860,860,Cash,2023-02-12
861,861,UPI,2024-03-27
862,862,Card,2023-04-02
863,863,Cash,2024-04-20
864,864,UPI,2024-08-21
865,865,Card,2023-09-06
866,866,Card,2023-07-22
867,867,Card,2023-01-23
868,868,Cash,2023-10-07
869,869,NetBanking,2024-01-20
870,870,Cash,2023-03-09
871,871,Card,2024-05-07
872,872,UPI,2023-01-29
873,873,UPI,2023-01-21
874,874,Cash,2024-08-04
875,875,Cash,2023-09-27
876,876,Cash,2023-12-26
877,877,NetBanking,2023-10-01
878,878,UPI,2024-08-02
879,879,NetBanking,2023-12-09
880,880,Card,2024-04-26
881,881,NetBanking,2024-01-16
882,882,Cash,2024-08-05
883,883,UPI,2024-01-17
884,884,Cash,2023-07-08
885,885,NetBanking,2024-01-20
886,886,NetBanking,2023-04-01
887,887,Card,2023-06-27
888,888,UPI,2023-09-09
889,889,Card,2023-06-01
890,890,Card,2023-07-09
891,891,Card,2023-08-07
892,892,UPI,2024-05-18
893,893,UPI,2023-08-07
894,894,Card,2023-01-02
895,895,Cash,2023-01-01
896,896,Cash,2024-04-23
897,897,NetBanking,2023-04-16
898,898,Cash,2023-12-04
899,899,UPI,2023-05-26
900,900,UPI,2024-01-14
901,901,Cash,2023-07-31
902,902,Card,2024-08-11
903,903,Card,2023-12-30
904,904,NetBanking,2024-04-11
905,905,UPI,2023-07-10
906,906,NetBanking,2024-05-19
907,907,UPI,2023-07-16
908,908,UPI,2024-06-09
909,909,UPI,2024-06-24
910,910,UPI,2023-09-08
911,911,NetBanking,2023-05-15
912,912,UPI,2024-06-29
913,913,Card,2023-06-22
